tracer,N,method,med_mean,med_std,rms_mean,rms_std,fc_mean,fc_std
BGS_z0.1_0.4,362943,jackknife,13.315496934863882,0.060362936440026084,35.987606704791276,0.26293980128394406,0.5091708615402418,0.01181420988848367
BGS_z0.1_0.2,126256,jackknife,9.1463886866531,0.044258571959233634,23.762202772423795,0.41774268813575827,0.3223609175009505,0.01595312506781737
BGS_z0.2_0.3,140779,jackknife,14.72511772654802,0.05762765719763061,37.19282811506368,0.4491982298024064,0.6023625682807806,0.020622894666594654
BGS_z0.3_0.4,95908,jackknife,19.82688853352877,0.3480694300551675,46.15293355160739,0.4892776263581538,0.6183008716686823,0.02531208877647946
LRG_z0.4_1.1,207651,jackknife,40.67553965577278,0.13022634403553585,82.12357045627142,0.2767220331484961,0.4594247078029965,0.014840252125890857
LRG_z0.4_0.5,22137,jackknife,24.337194978859856,0.3530326937068666,52.50988276574673,1.237436228893967,0.36138591498396355,0.0403320109994505
LRG_z0.5_0.6,29570,jackknife,29.22983139256377,0.22098463185789916,57.16405309868309,0.6357556469009947,0.5444707473791002,0.0427940533268422
LRG_z0.6_0.7,35593,jackknife,34.57829413348687,0.2409813082329542,67.13101222907655,0.6032585929436457,0.4270502626921025,0.03456479509836124
LRG_z0.7_0.8,40449,jackknife,44.15619605979778,0.021811178014720798,82.25071121958213,0.6188313834647511,0.5661450221266288,0.0373063241059704
LRG_z0.8_0.9,40561,jackknife,53.8224933404583,0.43932532506815075,96.56948354376901,0.6158639508634647,0.3426937205690194,0.029017411741762675
LRG_z0.9_1.0,27244,jackknife,58.66946806531565,0.14244252460669843,104.48202482131956,0.7541765626401715,0.5102040816326531,0.043165201156065536
LRG_z1.0_1.1,12097,jackknife,59.795813803746604,0.9204902230492091,104.8669938669099,1.0741915111845304,0.4463916673555425,0.06061298237326463
ELG_z0.8_1.6,481085,jackknife,8.583093634364575,0.004299732710618265,28.15987829153018,0.11529442088248737,0.23072845754908175,0.006917330487921757
ELG_z0.8_0.9,72185,jackknife,5.219063708659067,0.022938133345917135,17.093434578842395,0.1501981020951693,0.09974371406801968,0.01174912696117457
ELG_z0.9_1.0,84756,jackknife,6.579298750121217,0.14404595417823152,20.178291935096297,0.22846414407427038,0.125064892161027,0.012139849352061078
ELG_z1.0_1.1,72966,jackknife,9.137208213514409,0.01979156253708958,25.638016087912998,0.20801418798321702,0.17816517282021768,0.015612299985050603
ELG_z1.1_1.2,65846,jackknife,8.873318223711872,0.04267848962343265,25.2416301256012,0.1921136195033465,0.17616863590802784,0.016342557139433563
ELG_z1.2_1.3,59131,jackknife,9.12103911285792,0.057455942770816885,25.98985158459965,0.21536501883149778,0.18940995416955572,0.01788075166196647
ELG_z1.3_1.4,53176,jackknife,11.113066664356,0.1898793294971944,34.086725251052755,0.4575364064029262,0.5679253798706184,0.032587807316645685
ELG_z1.4_1.5,45730,jackknife,11.08296303065655,0.028513025933365573,34.10919749960159,0.43543503582109727,0.3542532254537504,0.02778372281189995
ELG_z1.5_1.6,27295,jackknife,20.338844758614012,0.2615538177287243,54.58643017925147,0.5651252778151868,0.40300421322586544,0.03834814130599807
QSO_z0.8_2.1,252633,jackknife,90.96411617573013,0.6748200774000643,471.2414467564907,3.3250880361957953,0.6056215933785374,0.01543609371774426
QSO_z0.8_0.9,9416,jackknife,16.25885170155364,0.19507354483655626,149.20137313130851,33.19417983381602,1.4762107051826678,0.12428953591680438
QSO_z0.9_1.0,11381,jackknife,26.71886116651935,0.3290075204838114,247.64439134458098,21.854819494263133,1.2476935242948775,0.10405344261032942
QSO_z1.0_1.1,13868,jackknife,49.2445270019101,0.4005364297160904,262.3062257015759,17.576484651066522,0.7859821171041245,0.07498969608890932
QSO_z1.1_1.2,16694,jackknife,47.57423579180026,0.6204535556414553,253.38519296142607,16.492132555087416,0.6349586677848331,0.061478369399919394
QSO_z1.2_1.3,17523,jackknife,49.71342946656148,0.41523455441614704,288.33632450473476,16.680803842114376,0.7647092392855106,0.06580962316295776
QSO_z1.3_1.4,18232,jackknife,59.400633493363735,0.179069961976344,414.75726707645106,18.882483239790282,0.45524352786309785,0.049856965130325163
QSO_z1.4_1.5,19090,jackknife,93.84587417851112,0.16548176061194086,421.7679980553253,14.736610789965468,0.9114719748559451,0.06878468605745881
QSO_z1.5_1.6,20042,jackknife,140.82418005898325,1.1105041609223845,497.86096747946647,11.118252596419726,0.8182816086218937,0.0636366802093686
QSO_z1.6_1.7,25251,jackknife,171.50108106480386,0.20053490278677039,567.4576621514027,8.967675883527505,0.45938774701992025,0.042555839891913055
QSO_z1.7_1.8,25317,jackknife,168.2361306342619,1.7064653305014152,597.7713890408627,7.89103873896988,0.40289133783623676,0.0398125309248385
QSO_z1.8_1.9,24265,jackknife,155.78624416797572,3.712396713635841,580.7474995107997,9.194061948969757,0.354419946424892,0.03815108546890527
QSO_z1.9_2.0,22307,jackknife,128.44386836674255,0.954050727255812,488.4197874867941,9.860207496666979,0.3541489218630923,0.03977514059953496
QSO_z2.0_2.1,29247,jackknife,119.66700895192676,1.8752756453604837,568.8717386731814,10.282335443976583,0.3282387937224331,0.03344627700478867
