tracer,zmin,zmax,N_real,median_real,median_model,RMS_real,RMS_model,fc_real,fc_model
LRG,0.4,1.1,207651,40.67544104972405,40.41211900158982,82.12357045851664,81.50345554201786,0.4594247078029964,0.47579833470582855
LRG,0.4,0.5,22137,24.335980480862673,24.485409833158105,52.509883424428224,51.1146642913257,0.3613859149839635,0.35235126710936443
LRG,0.5,0.6,29570,29.229831392563774,29.37946566210401,57.16405321824444,56.15416387909116,0.5444707473791005,0.5478525532634426
LRG,0.6,0.7,35593,34.57728035903761,34.80569550506299,67.13101230523208,66.60251417006683,0.42705026269210233,0.47762200432669344
LRG,0.7,0.8,40449,44.156136923552545,44.34591327828245,82.25071127713646,82.03550872116666,0.5661450221266285,0.6131177532201043
LRG,0.8,0.9,40561,53.82276844986485,54.03034740975121,96.56948359218644,95.87978035814409,0.3426937205690195,0.39446759202189297
LRG,0.9,1.0,27244,58.66946806531565,58.92458831001397,104.482024921232,103.06332067767502,0.5102040816326531,0.5065335486712671
LRG,1.0,1.1,12097,59.792368655924555,60.280888520351176,104.8669943217438,102.01771266811863,0.4463916673555427,0.4463916673555427
ELG,0.8,1.6,481085,8.583098001460657,8.528898426239774,28.15987829202078,28.072102029386016,0.23072845754908175,0.21950382988453185
ELG,0.8,0.9,72185,5.219015524049012,5.184727283702705,17.09343458798413,17.099773475355686,0.09974371406801967,0.09420239661979636
ELG,0.9,1.0,84756,6.5792987501212155,6.5560112021748065,20.17829195035636,20.056830951526365,0.12506489216102695,0.11798574732172354
ELG,1.0,1.1,72966,9.137208213514405,9.07910213311469,25.638016099478303,25.554707716155797,0.17816517282021763,0.17816517282021763
ELG,1.1,1.2,65846,8.873318223711873,8.821948933525379,25.241630136704348,25.316320528724006,0.17616863590802784,0.17313124563375148
ELG,1.2,1.3,59131,9.121208757753719,9.071832433207293,25.989851599690322,26.334084054382807,0.18940995416955572,0.1691160305085319
ELG,1.3,1.4,53176,11.113066664355998,11.054967981172172,34.086725308799636,33.89511711172889,0.5679253798706183,0.5829697607943434
ELG,1.4,1.5,45730,11.08296303065655,11.0996417256137,34.109197560380586,33.68574405366498,0.35425322545375026,0.3979881915591515
ELG,1.5,1.6,27295,20.339692176216378,20.485017793261385,54.58643028642996,53.878168147009106,0.40300421322586555,0.42498626122000366
QSO,0.8,2.1,252633,90.96354368041621,90.46207624024086,471.2414468029257,473.7895585632897,0.6056215933785372,0.6198715132227381
QSO,0.8,0.9,9416,16.258851701553642,16.556280680914163,149.2017653246121,103.22212577195198,1.4762107051826678,1.274426508071368
QSO,0.9,1.0,11381,26.719198212686095,26.883034530136968,247.64447608558768,195.826120933531,1.2476935242948775,1.1422546349178455
QSO,1.0,1.1,13868,49.2445270019101,49.607483615482984,262.30626816772633,299.2836298627546,0.7859821171041247,0.6633977502163254
QSO,1.1,1.2,16694,47.57423579180026,47.84416273874422,253.38522511342546,222.50727124353753,0.6349586677848329,0.6109979633401221
QSO,1.2,1.3,17523,49.71153148146465,50.06656010289829,288.33635204200584,281.46057761437544,0.7647092392855105,0.6619871026650688
QSO,1.3,1.4,18232,59.40063349336373,59.933679483043576,414.7572906531888,361.8299461942951,0.4552435278630978,0.4497586660816147
QSO,1.4,1.5,19090,93.8458741785111,95.00103529490653,421.7680115421099,430.1842179491387,0.9114719748559456,0.7333682556312205
QSO,1.5,1.6,20042,140.8241800589832,141.6700465720737,497.86097367409997,478.4937515867609,0.818281608621894,0.7085121245384692
QSO,1.6,1.7,25251,171.50111813964577,172.90104918589986,567.4576649577082,551.2038156713122,0.45938774701992,0.45938774701992
QSO,1.7,1.8,25317,168.24366372799244,169.44024443935726,597.7713910982126,589.1365196471186,0.40289133783623654,0.38709167752893314
QSO,1.8,1.9,24265,155.78360897639502,157.61849657675788,580.7475025102048,563.7340001483295,0.3544199464248918,0.3461776220894292
QSO,1.9,2.0,22307,128.44496968936713,129.15717203812497,488.41979194876944,465.63590665840627,0.35414892186309227,0.34966602411798986
QSO,2.0,2.1,29247,119.67548825410172,120.49227982298659,568.8717418505873,561.1949979749704,0.32823879372243303,0.34191541012753446
