r,xi0_mean,xi0_std,xi2_mean,xi2_std
22.11884988370821,0.05995400329029842,0.00040780598213492104,-0.06452282948108588,0.0007320492893386302
26.10033659567615,0.040948086372453535,0.00033564741667940084,-0.05048646408807564,0.0005928642519886771
30.086750203600083,0.028827732768286488,0.00025689049829988336,-0.04057227258296328,0.0004931706650590878
34.076362569707555,0.020799323139474732,0.00030347008961942095,-0.03331344523226635,0.0003940163558127855
38.0681447387797,0.015288845660867086,0.0002498449629002657,-0.02769563223801444,0.00041940048928120973
42.06149664413889,0.011361956560539843,0.0002596775879779229,-0.023231840792160393,0.0004052745316997458
46.055993809572286,0.008550138992295548,0.0002455580003748204,-0.019686401142588253,0.00047786555178623515
50.05137622785935,0.006514277827740072,0.00024050536751753606,-0.016952863513991195,0.000495399954844062
54.047443249133416,0.00497272964994471,0.0002355410069419818,-0.014562265953169616,0.0004711145404875572
58.04405141836641,0.003826103514196551,0.00021435658653899814,-0.012655338000244614,0.0004440531175664654
62.04108870912134,0.0029294889599520064,0.00018911189709508688,-0.010994166629562839,0.00044614084874261144
66.03849382059428,0.00224178837105208,0.0001759662075216208,-0.009619284244085787,0.0003931993406768285
70.03618110797548,0.001692244940346467,0.00016252457953262,-0.008465702738503653,0.00035511624790893594
74.03412616066278,0.0012947092872458515,0.0001425653415101159,-0.007415300269393284,0.000308293981375456
78.03227388744254,0.0009754909578149628,0.00014246977334345388,-0.006467524526619893,0.0003150246667834283
82.03060538178296,0.0008178880549311832,0.00011978516232612816,-0.00568722330987101,0.00028897451926007347
86.02909571564824,0.000793415075589272,0.00012150079908204901,-0.004964354113280256,0.0003571523941646112
90.02771689228724,0.0008761589752755681,0.00013755970219351212,-0.004355261196021564,0.00032003864722936795
94.02645927476149,0.0010130022027222598,0.00014190986688165835,-0.0038656064986423715,0.00035830718592285224
98.02530001502646,0.0011052923737061005,0.00014004163505327,-0.0034490875267290965,0.0002911482729699436
102.02423150954911,0.0010774185816629916,0.0001361606088728038,-0.003115915374386312,0.0002926483867932301
106.02324152859099,0.0009133057598338796,0.00013942224201701368,-0.002864689512430811,0.00034728577694704757
110.0223251932702,0.000673261361099456,0.0001226205767744588,-0.002662526546489622,0.0003334249335002904
114.02147238066068,0.00041435022613301137,0.00011193274129248356,-0.002525414838739349,0.0003057997480289012
118.02068077701321,0.0001763525578930219,0.00010757536791871387,-0.0023985894572063527,0.0003115176822796596
122.01993974216467,3.4913243426428776e-06,9.614862808242197e-05,-0.002274089756028071,0.0002687459358388626
126.01924178813212,-0.00011807991013290775,9.502608943161033e-05,-0.0021838215498768752,0.00026039419146131626
130.01858559196043,-0.00019427126284114014,8.65171288318588e-05,-0.0020613176158797964,0.000257060378884075
134.01796371260588,-0.00023938142407469527,9.398137669501846e-05,-0.0019413440080482533,0.0002513585345857409
138.01737872036077,-0.00026122290115953146,9.76251108580087e-05,-0.0018009072814076446,0.00022419161712434018
142.01682369349888,-0.0002590482857700889,9.796148795440921e-05,-0.0016556854630422422,0.00022279784553835513
146.01629631868866,-0.0002527994084574141,9.279841175522542e-05,-0.0014977805517476389,0.0002464917161916463
150.01579379731226,-0.0002594544425430661,9.58841634897028e-05,-0.0013882640309606706,0.00022542012135902138
154.01531518963608,-0.00024186781197345898,9.802950944664621e-05,-0.0012638221190258547,0.0002276600101685328
158.0148635490702,-0.0002299672902337514,9.831086602959283e-05,-0.0011590137848949895,0.00024941828315046337
162.01443102056126,-0.00020961409289445155,8.76231604080397e-05,-0.0010560433807410635,0.0002461117246937453
166.01402279613131,-0.000204866389479894,8.480540490187921e-05,-0.0009796943559550791,0.00024756909936329185
170.0136309472343,-0.00018533091397682572,7.6728463630995e-05,-0.0008951764295277552,0.00021655767338622878
174.0132567440349,-0.00017405983335495797,8.176833806830528e-05,-0.0008269146448438851,0.0002131270420250816
178.01289749199128,-0.00016552146506345226,9.367370863795929e-05,-0.000764204643952941,0.00020528425900681634
182.01255544896176,-0.00015415900010345735,9.332197504455357e-05,-0.0006871546097214344,0.0002130938442119049
186.012227046954,-0.00013755319286052616,8.592889062847893e-05,-0.0006260374130253177,0.00020678498302025765
190.01191413514852,-0.0001358021228120513,7.702408142679795e-05,-0.0005949799909623116,0.00023630155851219291
194.01161204251164,-0.00012178528567330303,8.571321166640589e-05,-0.0005769075942453299,0.00022866453423003383
198.0113210087415,-0.00012025438428874758,8.402654800289325e-05,-0.0005609927074370184,0.00020271562045808092
