k,pk0_mean,pk0_std,pk2_mean,pk2_std
0.022565486247430468,59203.42980092425,2299.8881405689262,27288.65710256822,5542.499335706672
0.027776436318696363,53401.72300691719,1697.3558204468868,26036.65196537659,5013.709916183884
0.03269804945164275,46659.918612193644,1222.7195911098615,22178.745131186097,5115.258678293783
0.03761648412163148,40874.181685350886,914.1015905826243,19096.409312326803,2792.2676171471576
0.04263843590653306,36100.053849903925,845.282049808918,16036.025134078604,2040.8059939906352
0.04756514397867405,32456.789239670794,806.1731712308138,14633.159065121245,2199.8035456824477
0.052620958465403406,29975.281744526415,485.0397053058825,13287.031702706698,1246.4724092218753
0.05756031579008965,28164.902611809302,419.05514602441025,12476.200373534435,1435.36017113272
0.06254738086573085,26352.45950815843,415.04499986537627,11733.226423969669,1184.504097811519
0.06757793245805244,24830.301031470797,291.5821574430212,10790.318026864948,962.4874589655268
0.0725591727187394,23126.889023403473,352.78653444829405,9820.407880050794,716.0884164565269
0.07753384095836814,21363.73215556041,270.99280973719897,8785.59405185287,560.8848450785155
0.08251793095580771,19563.94131058395,197.27842755940142,8016.681256166972,742.2778832821116
0.08752751585855112,17718.38240745799,219.04583370391012,7629.538487897898,480.4133630941324
0.09254701595891279,16097.332073378982,201.21784488743666,6678.847560787618,431.78097425183665
0.09754962816585229,14675.476004538423,167.9422477483033,6105.212280103284,336.47798424498313
0.10253195775498163,13590.896796824083,140.32481544954635,5716.479170341211,357.08596466404816
0.10751159633375733,12750.236077568234,142.5959747634603,5234.231979734587,360.6056270187714
0.11251028248694529,12079.398990460539,107.93890631747031,4891.5188042759255,342.63583696223543
0.11755008153514755,11569.979313375401,135.0440216215249,4559.243460357096,316.9537628940067
0.12253694076934399,11041.971096381698,81.78280901671373,4285.489103554713,221.0568773153578
0.12752609159286235,10609.390582071475,105.36898812838184,3965.407815534485,237.7141959550522
0.13253020495172904,10120.156931094494,91.29340380243043,3563.1810738183476,223.45173651551457
0.1375062658167523,9610.695440518883,66.81882867983629,3493.839624969645,176.9312483480006
0.1425134383761389,9073.491889172983,73.67776398796136,3185.676230696683,177.8443248927377
0.1475259185391497,8527.28281813508,72.90748245887754,2967.401920470975,182.16417210454273
0.15252993926185196,8013.664259016634,63.707949012078096,2896.4447845180275,119.58631366132538
0.15749456412553087,7559.433086356968,50.57711832911318,2661.04195538019,137.78175388743074
0.16251892717019595,7168.905607086597,35.35507505036919,2461.378199927692,123.99500455732385
0.16754609527558778,6833.594111746561,53.412994413885585,2304.968759147063,103.5529155865936
0.17252919603368833,6529.5673320301175,43.81304548796031,2151.85669979319,101.07482477348964
0.17753019070156986,6277.208832668464,42.824163486637524,1993.3625037747688,100.70098011249443
0.1825147596880774,6057.973674428421,37.27679294301606,1869.9360820668926,106.91962232615225
0.18753606598948583,5845.338701877443,33.3031769517909,1769.1933579023266,84.3818938207355
0.19253236128416146,5628.787985718502,35.570970129295546,1609.4259360105236,85.7023145493489
0.19751985977134684,5408.768041673775,34.720867560263365,1482.6983557524413,71.48216252593413
0.20251536264909584,5192.800361045121,26.9835791101336,1381.2007083418553,67.08146322070695
0.20750884321819765,4982.2714437251,24.058907339397905,1301.0657316730167,61.12716847339574
0.2125177993514315,4793.399681346974,25.48117987282066,1225.4560193502548,66.66720358133199
0.21750041055371971,4586.039324477866,22.067058286684738,1153.2323723058348,66.61568721803337
0.2225093097263724,4421.645081824736,17.07343316090007,1085.2786400933876,65.32695797358431
0.22752895188076527,4257.34068645562,22.628824293694997,1005.4917365968216,57.43465545831169
0.2325285335280653,4106.1840799623305,26.041213247010127,932.984098030995,53.46276855251593
0.23752764821841688,3958.719029488125,24.406772723869388,856.8249731648405,47.958195522589115
0.24249909553457555,3830.7611016861297,26.15935064444917,777.3848897660298,56.793722964986245
0.24749984775926426,3706.9983422330797,16.55139545368347,731.8330403409823,47.07330110750989
0.2525200231637341,3591.9054089190863,18.458051784569175,655.7873429178597,50.52377310910875
0.25751821830213084,3475.0826485343864,19.380981811177055,597.6089936210279,47.509781666503436
0.26252556111217856,3367.7551257670275,15.944388175669557,547.5363419589299,49.43348409023016
0.2675305453620265,3263.583224450021,13.527607341262776,506.52422795548574,42.79387790303573
0.27254045189577275,3153.588624613226,14.907384834542288,450.74851188742383,36.45881353763589
0.2775333128253934,3062.334510590421,13.664919548274064,413.9822797597802,25.819158290975718
0.2825123834702272,2967.6417279951543,13.930780084387829,371.6515660084021,29.718057947888568
0.28751045833201105,2875.930056972876,12.804365977746873,328.45387833975093,33.73063742125429
0.29249712560704144,2790.8733453855693,13.391362955193063,313.51535497143993,35.47273459875296
0.2975058753683165,2710.7154683745216,10.060270051133463,257.64763338328436,37.823644617565186
