r,xi0_mean,xi0_std,xi2_mean,xi2_std
22.11780269308953,0.18328746079494412,0.0024700454736123617,-0.11267325275991961,0.002870919157207909
26.09934320342769,0.1252047495929201,0.0019805440158035923,-0.09046039249661993,0.0024133168777051035
30.08580148134746,0.08829046746798096,0.0017936361838040748,-0.07298212483905182,0.0024191122530920393
34.07542994835807,0.06389019470951714,0.0015166394639131197,-0.059780012445996074,0.002400077302954171
38.067239071699746,0.04725402966168974,0.0015600734666604975,-0.04990722689860904,0.0023474217458014936
42.060612265945714,0.03537526199345654,0.0015217321798473332,-0.0422222528713603,0.0019867253294217984
46.055135148276406,0.026848548960207875,0.001458326797316438,-0.03583699786815773,0.0017443386235139028
50.050529068622744,0.02056645953203941,0.001337806943790997,-0.030651693643179947,0.001867970224128284
54.046601713473756,0.0158462432361758,0.0012226676514033726,-0.02637456591994434,0.0018031139449793405
58.04322945320047,0.012134941780413496,0.001067511406789313,-0.022986391049958227,0.0015760528671798935
62.04028749068572,0.009291771839337153,0.0009594134074215652,-0.020186771441538034,0.0016905779376128346
66.03771231825927,0.007110549835632859,0.0009648835725446415,-0.01759425496151586,0.0016770599350456692
70.03542789877389,0.005471744974198677,0.0009441104566470298,-0.015425115869152028,0.0015618375360618086
74.03339727136694,0.004165940626902734,0.0009125001867551752,-0.013662887579401352,0.001816453839733876
78.03157260930891,0.0032429886656856676,0.0008391381135035322,-0.011889688972948988,0.001657988740195793
82.0299255737733,0.0027943479349979367,0.0008166458496200376,-0.010461635132554556,0.0016380287435253235
86.02841918522017,0.002636439420993702,0.0008000469153823714,-0.009302376404242281,0.0017184295746603192
90.02704891226993,0.0027046287025178396,0.0008302806327011951,-0.008361754420729218,0.0015063860390927368
94.0257763296884,0.0029896847424146673,0.0008278983002475067,-0.007589831832918104,0.0015404163314971023
98.02460803390792,0.0032304005449683383,0.0007841503742093216,-0.006985773263312419,0.0015231483842705013
102.0235392311957,0.0030983937974414714,0.000731198295375949,-0.006249265092866638,0.0014498460158419448
106.02254308909227,0.0026954825763190536,0.0007302956614809248,-0.0056055479490841175,0.0015467725157161999
110.02162253231874,0.0020251437243941003,0.0007582787514378075,-0.005091071847867534,0.0014304218371224652
114.02076251372524,0.0012655884344159262,0.0007571406517618567,-0.004702382268980842,0.0013443433069998355
118.01996350940776,0.0005443881035796492,0.0007238134726513602,-0.004473336534887576,0.001289481855537087
122.0192191773031,-6.703039121732368e-06,0.0006829775071980392,-0.0043383170968679784,0.0011372228294880046
126.0185132434736,-0.0003863043221311774,0.0006691448219027832,-0.004155029115062738,0.001051763672794715
130.0178607638671,-0.0006567914194115336,0.0006367200488449919,-0.003877753586002794,0.0010264569941648358
134.01724359945035,-0.0008036113511410596,0.0006344924280838376,-0.00370904857380937,0.0010109888011792148
138.01665890796494,-0.0009078675617081491,0.0006072675279898771,-0.003553323868285454,0.0009327230163931333
142.01611010916764,-0.0008746610808358656,0.0005632935444938956,-0.0031986474301684276,0.0007558966751860237
146.01558713034143,-0.0008454381601367254,0.0005350412509394823,-0.002910855339927608,0.0007124510487368754
150.01509423807042,-0.0008455107164319721,0.0005129601111369087,-0.0025119643763917266,0.0007373341586069089
154.01462185210465,-0.000799552722671181,0.00047408917560959573,-0.002212385159808998,0.000774393927721344
158.0141803890608,-0.0007790466393297266,0.00045435265291184995,-0.0018690634573872654,0.0007333221501074724
162.01375309512525,-0.0007592778722957008,0.00046814634705702576,-0.0016359137266906967,0.0007447623933865172
166.01335177669839,-0.0007391373259223456,0.0004131084691808868,-0.0013906148564576382,0.0007425523515354507
170.0129635820299,-0.0006754700772179889,0.00038363441856560936,-0.0012319330248709715,0.0008063244389696246
174.01259598517564,-0.0006184957499031387,0.0003870887164741095,-0.0010879525672391514,0.000873163704039421
178.01224079580774,-0.0005954442168087976,0.00039776117549629914,-0.0009358794176905813,0.000806798328397767
182.0119010067067,-0.0005345895149116833,0.00041082008855702716,-0.0009008056159460313,0.0008174298317150201
186.01157388716157,-0.00047547985977573065,0.00042110249128600127,-0.0008062510929835889,0.0007946745962598177
190.01126317778414,-0.00045321649868309655,0.0004264963924380046,-0.0008508252303890508,0.0007913384966354418
194.01096572531551,-0.00040988739178159447,0.0004215836414883355,-0.0008384959027816914,0.0008300594751194202
198.01067490922972,-0.00041327707415822967,0.0003885767873074135,-0.0007798885940861068,0.0008870606070062995
