r,xi0_mean,xi0_std,xi2_mean,xi2_std
22.11819174805841,0.18311056769638662,0.0018638301249648617,-0.11478443508157987,0.0026973028003775623
26.099694533837955,0.12504768644646475,0.001513248601912269,-0.08928974466156386,0.002410141455991651
30.08611516402929,0.08823886051203023,0.0013737470580163246,-0.0714024608903539,0.002244976862759576
34.07570889324385,0.06377789375849202,0.0013425111073243833,-0.05802997908199236,0.002073960675240436
38.067493524732754,0.047021107689290124,0.0013189817326824337,-0.04795031496255218,0.0018942945100607195
42.060833701179476,0.03504216063213304,0.0010966829848058368,-0.04009620753227814,0.0021376659915201563
46.05532946008559,0.026589731456291763,0.0010445193087591641,-0.03416383291318873,0.0020379157118867127
50.050708100254475,0.020348439555828532,0.0009986107200743656,-0.029077784005000665,0.0017495506823997785
54.046759991336494,0.015603543601687784,0.0009224586304340349,-0.025094247658065387,0.0017056155646084214
58.04337398692864,0.01206301081207333,0.0008179836735281575,-0.021875600557267894,0.0015987884664864964
62.0404055723584,0.00933926402560334,0.0007464740859868827,-0.019081246103780664,0.0013146218556676136
66.03780080580424,0.007145113884613452,0.0007060592211779046,-0.016580740679574088,0.0011883343238854689
70.03549014687026,0.005461440738642401,0.0007129377613775716,-0.014671037352821364,0.0012234868376275645
74.03342711208163,0.004140088656264423,0.0006072468959125747,-0.012917977026036672,0.0011432307301293444
78.03158240087387,0.0031906329407051658,0.0006337191459836076,-0.011360269257794278,0.0010287720478293556
82.02991315388022,0.0026633933233866564,0.0006059737737213941,-0.00990125801172982,0.000948540631282334
86.02839599697003,0.0026349218080633065,0.000571495193645394,-0.008597611878023582,0.000830407375504033
90.0270142365472,0.002870873602098887,0.0005524248600263173,-0.0077862759034586886,0.0008482967957002208
94.02575402862483,0.003250338255062959,0.0005584056943999717,-0.007139824559914072,0.0008484066770044691
98.02459656166212,0.0035916582486267483,0.0005173290953468007,-0.006481607606363682,0.0007222506597718024
102.02352851644629,0.003496958725347221,0.0005341784683851094,-0.0058501628396299445,0.0007770617815972289
106.02254033998017,0.0030232188065702115,0.0004978885913941043,-0.005296984604061757,0.0006951711420117488
110.02162723063822,0.0022182488552557477,0.0004682964421865737,-0.004701456921893341,0.0006189136899049931
114.0207827738363,0.0013509971147886296,0.0004736053697993568,-0.004424710211946644,0.0006313277002564734
118.01999539591338,0.0005672755050954243,0.0004784864943965863,-0.00425703002785661,0.0006157801277496772
122.01925243123308,-2.628633933863013e-06,0.0004871953361398929,-0.004040256158107462,0.0006514789401745947
126.01855351636108,-0.0003881391936240404,0.0004421450226268649,-0.0038897237391589544,0.0006198114302877203
130.01789806597148,-0.0006470558561811842,0.0004228023349431759,-0.003713928341777086,0.0007026530075659823
134.01726980094054,-0.0007893155749474213,0.0003777823396088904,-0.003404864463370207,0.0006940264673583275
138.01668042220587,-0.0008406873561287682,0.0003906805926127053,-0.0031714017739330196,0.0007673105071794121
142.01612484812136,-0.0008447283889126465,0.00036773759062026654,-0.002857608480901983,0.0007459191627558465
146.01559826145862,-0.0008303130878272913,0.00033321263731952554,-0.002620442612349947,0.0007580255945893144
150.01509302371028,-0.0007882217512106998,0.00033235385748282863,-0.0024160310789077964,0.0007512360216424406
154.01461547885356,-0.0007395319520302018,0.000286611881563282,-0.0022508885873085997,0.0007709528332857553
158.0141657877019,-0.0007152411380094287,0.00027117651506556483,-0.0021013522428919725,0.0006801897965179268
162.0137333898944,-0.0007163125065043306,0.0002677764767907384,-0.001814566850232992,0.0006291614307940813
166.01331933644119,-0.0006802121699762796,0.0003005236612943512,-0.0017282605182873372,0.0006637127545083691
170.01292976032366,-0.0006825906788443906,0.0003218986448606307,-0.0016553338088302865,0.0006765881773191196
174.01255204771974,-0.0006304278788748252,0.0003201886087535223,-0.0015568241135475733,0.0006256857129833329
178.0121943378774,-0.0005799599601886884,0.0003094710918269509,-0.001523664398575604,0.0006261597315909036
182.01185143241906,-0.0005651284134327411,0.0002748591200250227,-0.001404341727583613,0.0005648017396960827
186.01152215070462,-0.00048222678632662977,0.0002890516284439154,-0.0012648847219302408,0.0004965521218308792
190.01120705374933,-0.00045694812419994573,0.0002927688890847609,-0.0011454658674372635,0.0005180145122841174
194.01090413161128,-0.0004198126280144769,0.00029663962647821156,-0.0011031490714922684,0.0006031467282242641
198.01061299950211,-0.0004189924805655384,0.0003019532931390867,-0.0009776053099728873,0.0006664990966129009
