k,pk0_mean,pk0_std,pk2_mean,pk2_std
0.022565486247430468,20514.035978420077,826.5332472883189,12761.924054864987,2280.1473541274177
0.027776436318696363,18543.610544967338,666.4697475862246,12520.230499927868,2065.19982030358
0.03269804945164275,16295.601994671058,432.6108416173177,10558.474424447391,1835.9790682076405
0.03761648412163148,14234.889100415854,365.26786926861246,9319.057466509072,1070.5933769022192
0.04263843590653306,12622.25518861882,327.4290732330408,7914.994659493922,879.1993342699436
0.04756514397867405,11358.082986524429,317.38773245841423,7072.969788477215,749.5952165805172
0.052620958465403406,10484.620506553802,206.85276870555683,6623.377014088594,499.06260321311584
0.05756031579008965,9831.89094977212,190.701240943837,6189.30954480927,594.3638209799163
0.06254738086573085,9270.455041789108,137.64543317157361,5910.412002219278,489.03504057089174
0.06757793245805244,8725.3205181334,125.46441104353255,5432.802629938263,319.2146758356533
0.0725591727187394,8168.036091130032,121.65711016145838,5065.636418518222,304.2026779841834
0.07753384095836814,7512.177615475984,116.22831011516934,4623.544319254304,295.75218155651805
0.08251793095580771,6868.426013677609,72.17941367853939,4204.15741560407,280.702838904542
0.08752751585855112,6239.413931121333,97.3762109462148,3939.017231420686,175.50216817949973
0.09254701595891279,5652.004312206976,71.43447708484418,3471.4059312493814,183.95051071247613
0.09754962816585229,5141.043016656436,71.34865491092867,3224.4445842037408,130.83901075855647
0.10253195775498163,4750.498843581656,63.52350516174368,2933.45229107459,156.12844325306727
0.10751159633375733,4458.210658651773,59.22422434991115,2749.344832934932,176.91693292918404
0.11251028248694529,4220.891341581537,36.77812574232472,2590.98112844756,121.08704787446857
0.11755008153514755,4060.6848607679367,50.96071556142789,2443.110698559746,118.08143385260004
0.12253694076934399,3882.8508537086414,44.03443013370532,2374.0584472194937,114.87864685595159
0.12752609159286235,3739.411337890787,48.74328232895853,2222.8233901002054,107.33473767184006
0.13253020495172904,3583.0994141729593,37.24151321814956,2065.38560109428,101.43720578382336
0.1375062658167523,3394.5796160847017,26.433913895394817,2033.7948139876803,76.40802228359497
0.1425134383761389,3198.3348223229273,25.975566297106134,1852.143109807799,77.75989279805746
0.1475259185391497,2993.066470523768,26.835204756047784,1759.854470820948,72.78249839339902
0.15252993926185196,2809.8103599037854,28.624647599098765,1681.7847474169819,65.63055250387248
0.15749456412553087,2637.7131178341447,26.613169995433,1567.7651521768958,55.95694573092967
0.16251892717019595,2497.112469340338,22.735374895779124,1472.8565150077752,47.94544927273484
0.16754609527558778,2371.4698104459067,21.631850816221306,1403.045758655772,49.07301117854107
0.17252919603368833,2269.011165700655,18.0947028239222,1349.0111054600552,46.08447638422743
0.17753019070156986,2191.011884021666,16.08662118437574,1272.308414735484,47.0299725830196
0.1825147596880774,2116.651359655435,20.312733433661073,1212.4189374023422,39.770355370720225
0.18753606598948583,2049.798467524069,13.892853635502043,1180.0199784108768,36.13488126258726
0.19253236128416146,1981.3518741258886,14.463032028435006,1106.858669341666,45.29245529501644
0.19751985977134684,1912.6126601716167,15.107026761711976,1069.6903850777642,35.870351568548266
0.20251536264909584,1837.2219456838093,15.153947865844117,1010.1222370635618,26.597349619183184
0.20750884321819765,1758.4040770976565,11.213751783966613,964.0396873895291,31.143634236194533
0.2125177993514315,1684.1099444225913,15.962985385649743,938.1904774266372,34.75122762769913
0.21750041055371971,1614.0576804133577,9.7496935844139,895.9527385858736,27.22176846373691
0.2225093097263724,1548.3213863169087,13.880581676579533,862.4357219497688,24.542478768475732
0.22752895188076527,1493.3334386682027,10.69508227130561,825.6281427098623,21.314317604505845
0.2325285335280653,1439.6207190651483,13.216376954986718,788.9417635135709,24.755974920528494
0.23752764821841688,1395.8510287234822,11.107309055940176,756.5100181387694,29.40020478616512
0.24249909553457555,1353.7528880767031,8.413797542421634,724.1575453634197,26.22844336292295
0.24749984775926426,1313.8489205176634,8.617560740712321,713.8813421443934,18.437841916823665
0.2525200231637341,1274.3495696003492,8.593547533234029,668.0699571740207,19.960764036353634
0.25751821830213084,1236.4227707240732,8.380180359368081,642.5978219462054,25.337915299769325
0.26252556111217856,1203.115506453842,9.138401349309266,623.1901496127779,14.081272712365102
0.2675305453620265,1166.8278981808203,9.428725411058752,592.8977934018842,14.876692148310577
0.27254045189577275,1130.0040028011856,6.714106094503815,578.7271152119482,19.120825813152322
0.2775333128253934,1094.8035037484185,7.733367303531888,555.0012047736494,18.53646226497409
0.2825123834702272,1063.6354910437392,6.800945566483828,533.6035565287917,15.962235394621619
0.28751045833201105,1035.0129628207007,8.012444513643832,513.5605197796143,18.1898934782661
0.29249712560704144,1003.8241671527247,6.876874941077573,502.8203997090701,17.36238757141588
0.2975058753683165,975.1562002613533,6.252204328351384,478.9056830381004,15.7056407632013
